x,y,z,section,order,x_norm,z_norm
0.9044919044919044,-0.0032480032480032483,0.0,LOWER,171,0.9044919044919044,-0.0032480032480032483
0.915949915949916,-0.002722002722002722,0.0,LOWER,172,0.915949915949916,-0.002722002722002722
0.927073927073927,-0.002446002446002446,0.0,LOWER,173,0.927073927073927,-0.002446002446002446
0.9378629378629378,-0.0023940023940023938,0.0,LOWER,174,0.9378629378629378,-0.0023940023940023938
0.9482839482839484,-0.002528002528002528,0.0,LOWER,175,0.9482839482839484,-0.002528002528002528
0.9582809582809584,-0.002836002836002836,0.0,LOWER,176,0.9582809582809584,-0.002836002836002836
0.9678309678309678,-0.003358003358003358,0.0,LOWER,177,0.9678309678309678,-0.003358003358003358
0.976977976977977,-0.004166004166004166,0.0,LOWER,178,0.976977976977977,-0.004166004166004166
0.9858069858069858,-0.005286005286005286,0.0,LOWER,179,0.9858069858069858,-0.005286005286005286
0.9943889943889943,-0.006715006715006715,0.0,LOWER,180,0.9943889943889943,-0.006715006715006715
1.0,-0.00783000783000783,0.0,LOWER,181,1.0,-0.00783000783000783
